order	driver	client	start	end	client_bill	driver_bill	fraud	city_number	animal	baby_seat	luggage	percent
1115992391	17590435	86847287	2020-08-03 14:58:25	2020-08-03 15:04:33	69	200	1	3	0	0	0	3
1047892235	16156603	17623806	2020-07-13 03:04:08	2020-07-13 03:04:37	81	150	1	3	0	0	0	27.6
1119074987	17590435	86847287	2020-08-04 15:57:39	2020-08-04 16:03:52	69	200	1	3	0	0	0	3
1049456483	10870118	15471946	2020-07-13 15:11:47	2020-07-13 15:12:43	69	200	1	3	0	0	0	25.6
1116169139	17590435	86847287	2020-08-03 16:07:19	2020-08-03 16:12:19	69	200	1	3	0	0	0	3
1121951087	17569199	87238251	2020-08-05 15:04:44	2020-08-05 15:06:06	106	200	1	3	0	0	0	24.6
1055842475	17235367	21145498	2020-07-15 19:23:59	2020-07-15 19:28:42	70	200	1	3	0	0	0	25.6
1102465151	17461875	86607955	2020-07-30 17:27:59	2020-07-30 17:31:29	69	200	1	3	0	0	0	3
1059422435	17357683	74195959	2020-07-17 02:05:07	2020-07-17 02:08:02	41	150	1	3	0	0	0	5
1107291203	10497330	80170079	2020-07-31 23:34:45	2020-07-31 23:38:27	177	200	1	3	0	0	0	16.8
1105765199	17590435	79930811	2020-07-31 15:57:21	2020-07-31 16:02:06	87	200	1	3	0	0	0	3
1108273295	10120878	75249079	2020-08-01 09:09:00	2020-08-01 09:15:40	88	150	1	3	0	0	0	23.6
1055929799	17235367	21145498	2020-07-15 20:00:05	2020-07-15 20:03:27	78	200	1	3	0	0	0	25.6
1059687299	17357683	74195959	2020-07-17 06:51:33	2020-07-17 06:54:36	69	150	1	3	0	0	0	5
1114290947	13861854	63625050	2020-08-03 00:49:51	2020-08-03 01:16:51	188	221	1	3	0	0	0	24.6
1060832975	17387219	4178196	2020-07-17 13:37:49	2020-07-17 14:00:08	99	200	1	3	0	0	0	6
1079595539	17357683	26162106	2020-07-23 12:44:23	2020-07-23 12:50:22	69	200	1	3	0	0	0	5
1104984011	17031023	1415542	2020-07-31 12:10:44	2020-07-31 12:25:14	123	200	1	3	0	0	0	20.8
1062109223	17314479	7431934	2020-07-17 20:38:55	2020-07-17 20:42:09	99	200	1	3	0	0	0	6
1116013979	17590435	79930811	2020-08-03 15:07:06	2020-08-03 15:13:52	72	200	1	3	0	0	0	3
1105726691	17590435	86847287	2020-07-31 15:46:57	2020-07-31 15:52:11	78	200	1	3	0	0	0	3
1065661115	17314479	7431934	2020-07-18 21:12:25	2020-07-18 21:17:51	108	200	1	3	0	0	0	6
1075916255	17430379	84420139	2020-07-22 07:01:50	2020-07-22 07:04:35	98	250	1	3	0	0	0	26.6
1077821603	13692766	8108350	2020-07-22 19:43:24	2020-07-22 19:54:50	124	200	1	3	0	0	0	24.6
1105333079	17617399	11322038	2020-07-31 13:53:40	2020-07-31 13:56:39	675	675	1	3	0	0	0	4
1064194667	17335403	72336043	2020-07-18 13:09:59	2020-07-18 13:14:58	75	150	1	3	0	0	0	6
1129007471	15432039	27141378	2020-08-07 16:19:21	2020-08-07 16:23:38	278	278	1	3	0	0	0	26.6
1134384911	17818963	77712759	2020-08-08 23:36:47	2020-08-08 23:38:34	99	200	1	3	0	0	0	4
1084263635	16309247	85159279	2020-07-24 22:05:47	2020-07-24 22:11:47	134	134	1	3	0	0	0	26.6
1062031691	17314479	7431934	2020-07-17 20:11:07	2020-07-17 20:15:04	100	200	1	3	0	0	0	6
1046355011	10785466	35984730	2020-07-12 15:18:22	2020-07-12 15:29:15	160	160	1	3	0	0	0	26.6
1066160843	10808766	14186938	2020-07-18 23:49:40	2020-07-18 23:52:00	99	200	1	3	0	0	0	24.6
1114206851	16958939	67435911	2020-08-02 23:51:00	2020-08-02 23:54:07	69	150	1	3	0	0	0	26.6
1137934055	17379679	68756623	2020-08-09 23:23:06	2020-08-09 23:26:13	171	171	1	3	0	0	0	24.6
1099967471	13335674	41635318	2020-07-29 21:14:46	2020-07-31 04:54:11	72	72	1	3	0	0	0	25.6
1062128543	17314479	7431934	2020-07-17 20:46:11	2020-07-17 20:51:25	101	200	1	3	0	0	0	6
1048040999	17245335	1924800	2020-07-13 05:43:55	2020-07-13 07:19:51	608	608	1	3	0	0	0	24.5
1064241959	17335403	72336043	2020-07-18 13:27:25	2020-07-18 13:31:35	105	150	1	3	0	0	0	6
1127436203	15427355	78749523	2020-08-07 08:15:08	2020-08-07 08:15:30	98	250	1	3	0	0	0	25.6
1055703083	17325695	11583262	2020-07-15 18:30:10	2020-07-15 18:37:14	2104	2104	1	3	0	0	0	4
1056015959	17235367	21145498	2020-07-15 20:33:50	2020-07-15 20:39:44	69	200	1	3	0	0	0	25.6
1090343307	17467559	75769783	2020-07-26 19:54:27	2020-07-26 20:02:44	61	150	0	3	0	0	0	5
1058874699	15417427	26171130	2020-07-16 20:24:07	2020-07-16 20:56:11	223	223	0	3	0	0	0	27.1
1043188659	14861418	16372358	2020-07-11 12:59:39	2020-07-11 13:47:36	410	510	0	3	0	0	0	22.2
1078670835	15105954	10500714	2020-07-23 06:15:28	2020-07-23 06:26:36	98	150	0	3	0	0	0	27.6
1096629951	17290735	18584538	2020-07-28 19:51:46	2020-07-28 20:15:48	230	271	0	3	0	0	0	20.8
1064190195	17040555	7012002	2020-07-18 13:08:19	2020-07-18 15:03:41	1138	1138	0	3	0	0	0	20
1049512923	14560450	46740962	2020-07-13 15:33:31	2020-07-13 16:23:29	530	704	0	3	0	0	0	24.6
1080412815	17438199	49850650	2020-07-23 17:43:07	2020-07-23 17:59:42	59	200	0	3	0	0	0	3
1090442031	11947278	48601274	2020-07-26 20:25:17	2020-07-26 20:41:22	165	165	0	3	0	0	0	23.2
1059043863	14556626	22599026	2020-07-16 21:33:39	2020-07-16 22:33:29	594	594	0	3	0	0	0	24.2
1043380863	15322786	37515086	2020-07-11 14:22:01	2020-07-11 14:54:56	600	600	0	3	0	0	0	26.6
1076761131	17436927	55550198	2020-07-22 12:56:05	2020-07-22 13:08:39	59	200	0	3	0	0	0	3
1090466631	17559535	4177876	2020-07-26 20:32:56	2020-07-26 21:02:56	394	394	0	3	0	0	0	25.6
1059091347	17051579	24053494	2020-07-16 21:55:51	2020-07-16 22:48:58	980	980	0	3	0	0	0	25.6
1043421507	14871762	14265846	2020-07-11 14:39:14	2020-07-11 15:01:05	274	274	0	3	0	0	0	26.6
1076768055	16704675	44235570	2020-07-22 12:58:59	2020-07-22 14:18:59	777	863	0	3	0	0	0	19.8
1090490631	17435747	7727706	2020-07-26 20:41:02	2020-07-26 21:04:34	164	164	0	3	0	0	0	5
1059139995	15182086	13660786	2020-07-16 22:17:46	2020-07-16 22:52:18	268	268	0	3	0	0	0	26.6
1043421843	10794070	42422254	2020-07-11 14:39:22	2020-07-11 14:58:53	192	192	0	3	0	0	0	21.8
1074979515	10694038	22574202	2020-07-21 19:40:35	2020-07-21 19:51:21	89	200	0	3	0	0	0	26.6
1090498575	17461875	18555762	2020-07-26 20:43:50	2020-07-26 20:55:06	67	150	0	3	0	0	0	3
1059158883	17333271	10391326	2020-07-16 22:26:32	2020-07-16 22:38:02	69	150	0	3	0	0	0	5
1043452215	17255803	81455375	2020-07-11 14:52:23	2020-07-11 15:10:26	73	150	0	3	0	0	0	26.6
1075032195	11073034	5637424	2020-07-21 20:02:12	2020-07-21 20:16:31	112	200	0	3	0	0	0	25.6
1090525875	17457763	11392054	2020-07-26 20:53:12	2020-07-26 22:08:25	1044	1044	0	3	0	0	0	1.4
1059168963	14706778	24317726	2020-07-16 22:31:29	2020-07-16 22:48:25	208	208	0	3	0	0	0	22.2
1043591631	16942731	14832842	2020-07-11 15:52:24	2020-07-11 16:08:45	217	217	0	3	0	0	0	4
1075049691	17012343	74575531	2020-07-21 20:09:11	2020-07-21 20:24:17	69	150	0	3	0	0	0	25.6
1090563423	10227082	56314378	2020-07-26 21:05:21	2020-07-26 21:27:35	325	325	0	3	0	0	0	22.2
1059200139	17387315	9411726	2020-07-16 22:48:18	2020-07-16 22:59:20	144	200	0	3	0	0	0	26.6
1043637987	14556626	10781698	2020-07-11 16:12:18	2020-07-11 16:55:19	500	500	0	3	0	0	0	26.6
1075340019	14706778	84252635	2020-07-21 22:11:17	2020-07-21 22:29:30	167	200	0	3	0	0	0	19.8
1090572939	13098146	18360766	2020-07-26 21:08:12	2020-07-26 21:25:01	136	150	0	3	0	0	0	20.8
1059218271	11125890	11930062	2020-07-16 22:59:13	2020-07-16 23:32:48	388	457	0	3	0	0	0	16.8
1043710455	15746927	51471342	2020-07-11 16:44:00	2020-07-11 17:10:21	217	217	0	3	0	0	0	2.2
1075350123	17375339	11362938	2020-07-21 22:15:52	2020-07-21 22:34:47	286	318	0	3	1	0	0	4
1090595043	13122686	4473402	2020-07-26 21:15:00	2020-07-26 21:54:10	496	496	0	3	0	0	0	23.2
1059232143	16096711	75923275	2020-07-16 23:07:04	2020-07-16 23:39:24	463	463	0	3	0	0	0	26.6
1043712243	10015894	6083152	2020-07-11 16:44:48	2020-07-11 16:58:30	173	173	0	3	0	0	0	16.8
1075384083	17363531	73693019	2020-07-21 22:31:37	2020-07-21 23:14:04	542	542	0	3	0	0	0	4
1090752699	12130954	85706751	2020-07-26 22:09:36	2020-07-26 22:40:36	268	357	0	3	0	0	0	25.6
1059263031	10763206	71640959	2020-07-16 23:25:44	2020-07-16 23:42:07	206	206	0	3	0	0	0	18.2
1043725299	13812754	9705230	2020-07-11 16:50:10	2020-07-11 17:31:29	295	295	0	3	0	0	0	26.6
1075392591	17375339	82861963	2020-07-21 22:36:16	2020-07-21 22:56:59	132	200	0	3	0	0	0	4
1090809831	17019251	25927074	2020-07-26 22:30:00	2020-07-26 22:41:48	102	150	0	3	0	0	0	19.3
1059350091	13806974	78213347	2020-07-17 00:32:46	2020-07-17 00:46:39	77	150	0	3	0	0	0	26.6
1043736939	13819638	75565667	2020-07-11 16:54:59	2020-07-11 17:02:36	69	150	0	3	0	0	0	23.2
1075426911	15316862	73763963	2020-07-21 22:56:02	2020-07-21 23:15:16	238	238	0	3	0	0	0	24.6
1090830687	17420379	72999931	2020-07-26 22:38:22	2020-07-26 22:56:17	359	359	0	3	0	0	0	5
1059384651	13818850	10994058	2020-07-17 01:09:24	2020-07-17 01:24:31	100	100	0	3	0	0	0	23.2
1043737395	10426366	9093906	2020-07-11 16:55:10	2020-07-11 17:14:37	214	214	0	3	0	0	0	16.8
1075466307	17411251	29027958	2020-07-21 23:18:15	2020-07-21 23:36:16	278	278	0	3	0	0	0	26.6
1090915143	17281091	32725082	2020-07-26 23:16:13	2020-07-26 23:25:55	140	150	0	3	0	0	0	20.8
1059486027	16933183	52263114	2020-07-17 04:03:52	2020-07-17 04:23:43	134	150	0	3	0	0	0	22.2
1043889639	13404714	81499443	2020-07-11 17:57:25	2020-07-11 18:17:09	186	186	0	3	0	0	0	19.8
1075512375	17278403	25017146	2020-07-21 23:48:45	2020-07-21 23:59:21	19	200	0	3	0	0	0	21.8
1091026443	12130954	18220582	2020-07-27 00:15:46	2020-07-27 00:35:09	128	150	0	3	0	0	0	25.6
1059540939	16166967	9629878	2020-07-17 05:19:20	2020-07-17 05:28:07	77	150	0	3	0	0	0	25.6
1043920779	17293955	50634646	2020-07-11 18:09:32	2020-07-11 19:27:45	894	894	0	3	0	0	0	5
1075518183	12130954	21808050	2020-07-21 23:53:34	2020-07-22 00:16:18	222	222	0	3	0	0	0	25.6
1091036523	16674983	58065878	2020-07-27 00:22:22	2020-07-27 00:42:27	102	150	0	3	0	0	0	24.6
1059630099	15621283	8840270	2020-07-17 06:24:49	2020-07-17 20:50:20	517	517	0	3	0	0	0	21.29
1043994111	16120999	19936362	2020-07-11 18:38:01	2020-07-11 19:35:40	601	601	0	3	0	0	0	26.6
1075570551	13806974	68727119	2020-07-22 00:37:24	2020-07-22 00:55:38	158	158	0	3	0	0	0	26.6
1091053107	17571695	15312642	2020-07-27 00:33:27	2020-07-27 00:41:30	79	150	0	3	0	0	0	26.6
1059633711	17049407	30413698	2020-07-17 06:26:36	2020-07-17 06:39:05	74	150	0	3	0	0	0	22.1
1044126615	17074343	9696042	2020-07-11 19:27:05	2020-07-11 19:49:12	251	251	0	3	0	0	0	3
1075582755	16984347	12764662	2020-07-22 00:49:00	2020-07-22 01:09:53	174	174	0	3	0	0	0	27.6
1091110395	10733678	25533506	2020-07-27 01:20:13	2020-07-27 02:24:45	825	825	0	3	0	0	0	21.8
1059657303	13608238	25910166	2020-07-17 06:37:38	2020-07-17 06:53:11	101	150	0	3	0	0	0	25.6
1044268095	13504954	11213178	2020-07-11 20:17:53	2020-07-11 20:59:32	585	585	0	3	0	0	0	25.6
1075599183	15791795	24367146	2020-07-22 01:06:51	2020-07-22 01:22:35	167	167	0	3	0	0	0	26.6
1091155347	16674983	51132610	2020-07-27 02:13:37	2020-07-27 02:41:29	195	195	0	3	0	0	0	24.6
1059685443	14363386	28834446	2020-07-17 06:50:36	2020-07-17 07:08:14	240	240	0	3	0	0	0	22.2
1044293091	16286391	14493486	2020-07-11 20:26:30	2020-07-11 20:55:53	328	328	0	3	0	0	0	19.8
1075769547	17184511	9587050	2020-07-22 05:24:08	2020-07-22 05:31:31	101	150	0	3	0	0	0	0
1091447007	11744130	24676982	2020-07-27 06:32:52	2020-07-27 06:50:46	128	150	0	3	0	0	0	25.6
1059998571	16588227	54515778	2020-07-17 08:49:33	2020-07-17 09:53:56	784	784	0	3	0	0	0	19.8
1044394419	16286391	79718047	2020-07-11 20:59:53	2020-07-11 21:33:49	312	312	0	3	0	0	0	19.8
1075811751	15558939	32469326	2020-07-22 05:59:14	2020-07-22 06:14:04	150	150	0	3	0	0	0	20.8
1091562663	14968950	13401594	2020-07-27 07:22:31	2020-07-27 08:18:58	521	521	0	3	0	0	0	25.2
1060022835	17069263	32423698	2020-07-17 08:57:18	2020-07-17 10:14:17	748	831	0	3	0	0	0	6
1044486459	15886959	53585238	2020-07-11 21:27:19	2020-07-11 21:39:27	154	200	0	3	0	0	0	26.6
1075845399	11890014	47673758	2020-07-22 06:24:50	2020-07-22 06:36:51	117	150	0	3	0	0	0	23.2
1091673759	17459855	11353166	2020-07-27 07:58:26	2020-07-27 09:03:41	384	384	0	3	0	0	0	5
1060037331	11761846	9790542	2020-07-17 09:02:22	2020-07-17 09:16:40	97	250	0	3	0	0	0	23.2
1044622659	12710334	80976463	2020-07-11 22:10:54	2020-07-11 22:25:57	151	200	0	3	0	0	0	26.6
1075895451	10403150	27795762	2020-07-22 06:49:52	2020-07-22 07:31:13	289	289	0	3	0	0	0	25.2
1091771331	17031023	85786571	2020-07-27 08:33:49	2020-07-27 08:53:45	196	250	0	3	0	0	0	20.8
1060044111	10360562	38283378	2020-07-17 09:04:42	2020-07-17 09:33:08	294	294	0	3	0	0	0	25.6
1043347251	16418495	81444295	2020-07-11 14:07:10	2020-07-11 22:22:56	474	474	0	3	0	0	0	5
1075946487	17082419	49063946	2020-07-22 07:19:27	2020-07-22 07:28:24	71	400	0	3	0	0	0	24.2
1091776419	17032295	10558934	2020-07-27 08:35:18	2020-07-27 09:09:56	276	276	0	3	0	0	0	26.6
1060053663	11309326	8530390	2020-07-17 09:08:04	2020-07-17 09:26:09	410	410	0	3	0	0	0	19.8
1044726387	14107362	22728290	2020-07-11 22:45:10	2020-07-11 23:20:42	387	387	0	3	0	0	0	22.2
1076149059	15558939	52168918	2020-07-22 08:42:12	2020-07-22 08:59:27	128	250	0	3	0	0	0	20.8
1091822919	17411251	70406547	2020-07-27 08:48:50	2020-07-27 09:12:22	398	398	0	3	0	0	0	26.6
1060116339	14706778	48536194	2020-07-17 09:29:13	2020-07-17 09:45:39	176	200	0	3	0	0	0	22.2
1044729423	10794070	1396692	2020-07-11 22:46:15	2020-07-11 23:11:24	368	368	0	3	0	0	0	21.8
1076271279	16858531	5804344	2020-07-22 09:30:42	2020-07-22 11:47:45	1144	1144	0	3	0	0	0	25.6
1091852775	17085987	73766523	2020-07-27 08:59:20	2020-07-27 09:07:46	73	550	0	3	0	0	0	21.8
