order	driver	client	start	end	client_bill	driver_bill	fraud	city_number	animal	baby_seat	luggage	percent
1056901491	16305707	49812494	2020-07-16 07:32:45	2020-07-16 08:09:41	347	347	0	3	0	0	0	24.5
1104057543	17082419	73993935	2020-07-31 07:01:43	2020-07-31 07:08:32	71	450	0	3	0	0	0	21.8
1108576935	13404166	8089254	2020-08-01 11:01:10	2020-08-01 11:35:15	299	352	0	3	0	0	0	27.6
1056970971	10015894	13040226	2020-07-16 07:58:31	2020-07-16 08:17:44	296	296	0	3	0	0	0	16.8
1104059043	16965263	14276694	2020-07-31 07:02:24	2020-07-31 07:50:08	517	517	0	3	0	0	0	24.2
1066914483	14741674	11231762	2020-07-19 08:26:48	2020-07-19 08:47:10	318	318	0	3	0	0	0	25.6
1056992307	11947278	25700022	2020-07-16 08:08:11	2020-07-16 08:34:53	213	213	0	3	0	0	0	20.8
1104114507	14446930	67501327	2020-07-31 07:26:50	2020-07-31 07:56:00	340	340	0	3	0	0	0	19.8
1072458483	16672175	14975674	2020-07-20 22:33:38	2020-07-20 23:07:15	291	291	0	3	0	0	0	20.8
1057076955	17301427	74679567	2020-07-16 08:39:05	2020-07-16 09:04:41	230	230	0	3	0	0	0	6
1104129027	17459387	75899247	2020-07-31 07:31:37	2020-07-31 07:42:38	98	250	0	3	0	0	0	3
1067084439	10818310	11915918	2020-07-19 09:45:02	2020-07-19 10:02:15	197	197	0	3	0	0	0	20.8
1057087383	11309326	10999654	2020-07-16 08:42:35	2020-07-16 09:00:11	228	450	0	3	0	0	0	19.8
1104146703	17085987	70005395	2020-07-31 07:36:59	2020-07-31 07:43:28	71	450	0	3	0	0	0	21.8
1067243151	11184922	22502198	2020-07-19 10:55:38	2020-07-19 11:18:43	196	196	0	3	0	0	0	25.6
1057092903	17334567	17915430	2020-07-16 08:44:29	2020-07-16 09:25:04	451	451	0	3	0	0	0	0
1104174279	17685183	49033782	2020-07-31 07:45:07	2020-07-31 07:57:59	98	250	0	3	0	0	0	3
1067256963	11073034	19744202	2020-07-19 11:01:34	2020-07-19 11:22:45	268	268	0	3	0	0	0	25.6
1057158567	15398991	82732967	2020-07-16 09:11:14	2020-07-16 09:43:24	464	464	0	3	0	0	0	25.6
1104206211	17459387	75849359	2020-07-31 07:56:15	2020-07-31 08:07:54	101	250	0	3	0	0	0	3
1067321967	17361783	52194226	2020-07-19 11:31:02	2020-07-19 11:45:44	69	150	0	3	0	0	0	3
1057189947	15558939	13504994	2020-07-16 09:24:42	2020-07-16 09:44:23	126	200	0	3	0	0	0	20.8
1104322695	17448303	75667731	2020-07-31 08:37:26	2020-07-31 08:48:28	98	250	0	3	0	0	0	3
1067368527	17361783	52194122	2020-07-19 11:49:19	2020-07-19 12:01:50	69	150	0	3	0	0	0	3
1057214463	11309326	21807602	2020-07-16 09:34:12	2020-07-16 09:50:07	210	350	0	3	0	0	0	19.8
1104340815	13819638	13684946	2020-07-31 08:42:24	2020-07-31 08:58:17	158	250	0	3	0	0	0	25.6
1067518119	12138098	32990382	2020-07-19 12:48:41	2020-07-19 12:58:32	79	150	0	3	0	0	0	26.6
1057266567	15363642	3359602	2020-07-16 09:54:06	2020-07-16 11:19:34	1201	1293	0	3	0	0	0	24.6
1104375471	17459387	75644755	2020-07-31 08:52:26	2020-07-31 09:03:06	98	250	0	3	0	0	0	3
1067563995	13861310	83106615	2020-07-19 13:07:49	2020-07-19 14:26:44	1558	1558	0	3	0	0	0	16.8
1057270995	17301427	68442827	2020-07-16 09:56:04	2020-07-16 10:14:54	182	200	0	3	0	0	0	6
1104381219	17622723	19703350	2020-07-31 08:54:18	2020-07-31 09:07:44	98	250	0	3	0	0	0	4
1067613291	10293042	8105034	2020-07-19 13:27:46	2020-07-19 13:58:25	305	305	0	3	0	0	0	16.8
1057297419	11078162	18154870	2020-07-16 10:08:20	2020-07-16 10:26:38	189	189	0	3	0	0	0	23.2
1104395415	11890014	50335158	2020-07-31 08:59:14	2020-07-31 09:16:05	215	250	0	3	0	0	0	20.8
1067683167	15558939	25703450	2020-07-19 13:53:50	2020-07-19 14:12:35	199	229	0	3	0	0	0	20.8
1058851491	16144019	32747262	2020-07-16 20:14:51	2020-07-16 20:23:51	81	200	0	3	0	0	0	21.8
1104426399	12725886	24169130	2020-07-31 09:11:04	2020-07-31 09:50:36	329	329	0	3	0	0	0	4
1067909883	11761846	29454478	2020-07-19 15:18:48	2020-07-19 15:35:51	106	150	0	3	0	0	0	23.2
1057393419	11645578	17866222	2020-07-16 10:49:39	2020-07-16 11:20:19	178	200	0	3	0	0	0	19.8
1105902411	10785466	67354075	2020-07-31 16:34:14	2020-07-31 16:46:03	118	150	0	3	0	0	0	24.6
1067933103	17361783	49846902	2020-07-19 15:27:26	2020-07-19 15:38:33	69	150	0	3	0	0	0	3
1057498611	14706778	33301202	2020-07-16 11:35:40	2020-07-16 11:44:41	83	200	0	3	0	0	0	22.2
1105985919	17680691	24587978	2020-07-31 16:56:34	2020-07-31 17:35:54	148	200	0	3	0	0	0	5
1067963979	17326123	73251303	2020-07-19 15:38:30	2020-07-19 17:54:59	1909	2049	0	3	0	0	0	23.6
1057535187	10808766	2723213	2020-07-16 11:50:14	2020-07-16 12:21:32	267	314	0	3	0	0	0	24.6
1106084427	12008114	29164978	2020-07-31 17:22:55	2020-07-31 18:45:56	765	765	0	3	0	0	0	26.6
1068012267	11553222	23302342	2020-07-19 15:55:39	2020-07-19 16:05:46	135	150	0	3	0	0	0	21.6
1057598079	16973275	9476690	2020-07-16 12:18:19	2020-07-16 12:46:05	212	212	0	3	0	0	0	16.8
1104537171	14871762	86732811	2020-07-31 09:45:44	2020-07-31 10:10:58	259	259	0	3	0	0	0	26.6
1068043875	14556626	79882431	2020-07-19 16:07:36	2020-07-19 17:05:14	623	723	0	3	0	0	0	24.2
1057604535	15840043	9705158	2020-07-16 12:20:58	2020-07-16 13:21:57	599	599	0	3	0	0	0	0
1104580071	17426571	75476407	2020-07-31 09:59:18	2020-07-31 10:10:22	69	200	0	3	0	0	0	3
1068114651	14706778	1500092	2020-07-19 16:34:03	2020-07-19 17:40:39	878	878	0	3	0	0	0	22.2
1057638423	17300119	14359534	2020-07-16 12:34:33	2020-07-16 12:52:05	179	179	0	3	0	0	0	24.6
1104590787	17491299	81105559	2020-07-31 10:03:04	2020-07-31 10:23:04	69	200	0	3	0	0	0	3
1068270123	15159734	23440486	2020-07-19 17:29:01	2020-07-19 17:55:39	311	311	0	3	0	0	0	27.6
1057831887	17314479	22895290	2020-07-16 13:52:11	2020-07-16 13:59:34	80	200	0	3	0	0	0	6
1104610971	17628963	63013678	2020-07-31 10:10:35	2020-07-31 12:04:33	1591	1591	0	3	0	0	0	26.6
1068292167	10785466	11461882	2020-07-19 17:36:33	2020-07-19 17:45:58	110	150	0	3	0	0	0	22.2
1057839387	15538519	35056058	2020-07-16 13:54:59	2020-07-16 14:02:05	107	200	0	3	0	0	0	24.7
1104651327	10794070	19283714	2020-07-31 10:25:13	2020-07-31 10:35:43	94	200	0	3	0	0	0	21.8
1068323271	16792147	55101822	2020-07-19 17:46:57	2020-07-19 18:36:40	676	676	0	3	0	0	0	24.2
1057866759	15791795	8186618	2020-07-16 14:05:16	2020-07-16 14:32:47	316	316	0	3	0	0	0	26.6
1104659103	14871762	56884730	2020-07-31 10:27:50	2020-07-31 10:45:02	151	200	0	3	0	0	0	26.6
1068557943	15564175	11007506	2020-07-19 18:57:01	2020-07-19 19:11:10	167	167	0	3	0	0	0	25.6
1058014095	11388234	73677395	2020-07-16 15:01:14	2020-07-16 15:49:46	468	468	0	3	0	0	0	0
1104744147	17680599	8183446	2020-07-31 10:54:55	2020-07-31 12:02:46	910	910	0	3	0	0	0	3
1068601071	17401467	29957250	2020-07-19 19:09:23	2020-07-19 19:19:16	69	150	0	3	0	0	0	26.6
1058088687	11213678	19476410	2020-07-16 15:29:48	2020-07-16 15:57:36	276	276	0	3	0	0	0	21.7
1104881859	17370367	42165914	2020-07-31 11:40:44	2020-07-31 12:50:04	481	481	0	3	0	0	0	18.8
1068707535	10794070	25035546	2020-07-19 19:39:14	2020-07-19 19:47:50	85	150	0	3	0	0	0	21.8
1058136243	12179110	24464894	2020-07-16 15:46:31	2020-07-16 16:21:54	386	386	0	3	0	0	0	25.5
1104889119	17699819	36104462	2020-07-31 11:42:49	2020-07-31 11:57:08	118	150	0	3	0	0	0	21.6
1068709491	12028426	12254242	2020-07-19 19:39:48	2020-07-19 20:14:45	214	214	0	3	0	0	0	25.6
1058209743	17285187	72709163	2020-07-16 16:13:54	2020-07-16 16:59:00	454	454	0	3	0	0	0	4
1105000731	10848522	36803430	2020-07-31 12:16:14	2020-07-31 12:56:00	675	675	0	3	0	0	0	19.3
1068771351	17326139	8768718	2020-07-19 19:58:04	2020-07-19 20:31:42	410	410	0	3	0	0	0	21.6
1058242923	11645578	28110606	2020-07-16 16:26:11	2020-07-16 16:45:45	132	200	0	3	0	0	0	19.8
1105041123	17297587	14041766	2020-07-31 12:28:25	2020-07-31 12:55:23	389	389	0	3	0	0	0	19.8
1067061159	17272659	81656119	2020-07-19 09:36:30	2020-07-19 10:08:55	395	395	0	3	0	0	0	19.8
1058300331	17040555	9786626	2020-07-16 16:48:12	2020-07-16 17:00:01	163	200	0	3	0	0	0	20
1105081479	11744130	9457938	2020-07-31 12:40:06	2020-07-31 13:02:08	185	200	0	3	0	0	0	25.6
1068940179	17055467	10857686	2020-07-19 20:48:57	2020-07-19 21:04:36	133	150	0	3	0	0	0	25.2
1058314287	12228110	2772708	2020-07-16 16:53:32	2020-07-16 17:20:55	138	150	0	3	0	0	0	24.6
1105247163	17615315	17852182	2020-07-31 13:29:18	2020-07-31 13:49:06	187	187	0	3	0	0	0	3
1069070403	10865458	78600131	2020-07-19 21:28:49	2020-07-19 21:57:01	213	243	0	3	0	0	0	19.8
1058503467	17379543	19121050	2020-07-16 17:59:44	2020-07-16 18:12:57	85	200	0	3	0	0	0	26.6
1105262415	10493446	81944531	2020-07-31 13:33:46	2020-07-31 14:15:00	229	306	0	3	0	0	0	25.6
1069256043	15785843	82563035	2020-07-19 22:33:11	2020-07-19 22:48:55	135	150	0	3	0	0	0	20.8
1058518167	16946523	59883886	2020-07-16 18:04:47	2020-07-16 19:02:39	664	664	0	3	0	0	0	26.6
1105321035	14871762	80017975	2020-07-31 13:50:14	2020-07-31 14:08:43	116	150	0	3	0	0	0	26.6
1069354131	10116102	20502982	2020-07-19 23:17:37	2020-07-19 23:39:58	276	276	0	3	0	0	0	23.2
1058638167	10951858	3184798	2020-07-16 18:48:28	2020-07-16 20:19:15	823	914	0	3	0	0	0	25.6
1105348383	17692363	52194174	2020-07-31 13:58:03	2020-07-31 14:12:55	69	200	0	3	0	0	0	3
1069376499	10941030	12365910	2020-07-19 23:29:10	2020-07-19 23:46:18	264	293	0	3	0	0	0	26.5
1058675439	17052419	12079334	2020-07-16 19:03:27	2020-07-16 19:47:06	290	290	0	3	0	0	0	26.6
1105444119	15639823	12934906	2020-07-31 14:27:30	2020-07-31 14:41:11	163	200	0	3	0	0	0	25.6
1069421355	14008038	75765235	2020-07-19 23:58:05	2020-07-20 00:08:48	89	150	0	3	0	0	0	23.6
1058725635	10397138	11768362	2020-07-16 19:22:53	2020-07-16 19:33:19	95	150	0	3	0	0	0	23
1105444275	14319358	78928423	2020-07-31 14:27:33	2020-07-31 15:00:20	443	443	0	3	0	0	0	26.6
1069442667	17058807	19000802	2020-07-20 00:13:20	2020-07-20 00:34:19	196	196	0	3	0	0	0	4
1058836587	17362963	15019618	2020-07-16 20:08:53	2020-07-16 21:15:57	613	613	0	3	0	0	0	26.6
1105452651	10794070	5026298	2020-07-31 14:29:58	2020-07-31 14:52:04	180	200	0	3	0	0	0	21.8
1069447719	14348038	62835902	2020-07-20 00:16:47	2020-07-20 00:37:45	79	109	0	3	0	0	0	24.6
1053537171	10794070	24321110	2020-07-14 22:37:28	2020-07-14 22:55:05	78	200	0	3	0	0	0	21.8
1105507599	14144910	86830547	2020-07-31 14:45:17	2020-07-31 15:40:17	460	460	0	3	0	0	0	26.6
1069453707	17399375	27793434	2020-07-20 00:20:47	2020-07-20 00:40:53	127	150	0	3	0	0	0	4
1105632087	17632435	55446878	2020-07-31 15:21:06	2020-07-31 15:33:47	69	200	0	3	0	0	0	3
1069457691	17345231	83859807	2020-07-20 00:23:47	2020-07-20 01:01:31	618	618	0	3	0	0	0	4
1105664571	11744130	9322534	2020-07-31 15:30:08	2020-07-31 15:51:49	127	200	0	3	0	0	0	25.6
1069527855	17285187	9098430	2020-07-20 01:30:21	2020-07-20 01:51:41	70	150	0	3	0	0	0	4
1105697319	10953454	9058530	2020-07-31 15:39:07	2020-07-31 15:56:55	119	200	0	3	0	0	0	23.2
1069567911	16975715	60233010	2020-07-20 02:26:09	2020-07-20 03:15:02	320	320	0	3	0	0	0	24.5
1105729335	17701231	8772602	2020-07-31 15:47:41	2020-07-31 17:18:56	552	552	0	3	0	0	0	5
1069736295	16196331	14308218	2020-07-20 05:31:44	2020-07-20 06:50:55	385	453	0	3	0	0	0	20.8
1105774107	11606294	19155626	2020-07-31 15:59:45	2020-07-31 16:14:38	85	200	0	3	0	0	0	22.2
1069982139	14968950	336845	2020-07-20 07:26:38	2020-07-20 07:48:35	375	375	0	3	0	0	0	25.2
1105776447	17510131	81643839	2020-07-31 16:00:23	2020-07-31 16:18:05	71	200	0	3	0	0	0	3
1070077971	17327675	10983478	2020-07-20 07:56:27	2020-07-20 08:06:26	246	550	0	3	0	0	0	3.2
1105826883	17559079	64710482	2020-07-31 16:13:53	2020-07-31 16:29:46	162	162	0	3	0	0	0	5
1070115363	14706778	20357482	2020-07-20 08:12:10	2020-07-20 08:40:59	293	293	0	3	0	0	0	19.8
1105881963	11761846	67174227	2020-07-31 16:28:45	2020-07-31 16:41:07	101	150	0	3	0	0	0	20.8
1070132991	16549495	17700310	2020-07-20 08:18:48	2020-07-20 08:41:28	236	278	0	3	0	0	0	20.8
1104477039	17459387	75519355	2020-07-31 09:28:22	2020-07-31 09:39:28	59	200	0	3	0	0	0	3
1070135055	17400491	20287570	2020-07-20 08:19:33	2020-07-20 09:02:40	350	350	0	3	0	0	0	3
1104531447	17448303	75434187	2020-07-31 09:44:05	2020-07-31 09:53:33	69	200	0	3	0	0	0	3
1070137095	12112454	8455686	2020-07-20 08:20:14	2020-07-20 08:45:47	191	250	0	3	0	0	0	25.6
1098435543	15930339	38116282	2020-07-29 12:37:53	2020-07-29 13:19:00	316	316	0	3	0	0	0	3
1070262411	11487438	13936030	2020-07-20 08:59:32	2020-07-20 09:18:19	169	250	0	3	0	0	0	26.6
1074735243	13063426	13751162	2020-07-21 18:07:10	2020-07-21 18:24:48	120	200	0	3	0	0	0	24.6
1070308995	11267966	78653435	2020-07-20 09:19:06	2020-07-20 10:09:37	579	677	0	3	0	0	0	26.6
1080771483	10719990	79602771	2020-07-23 19:54:31	2020-07-23 20:10:30	130	200	0	3	0	0	0	26.6
1070376087	17314079	38283378	2020-07-20 09:42:38	2020-07-20 10:10:05	269	269	0	3	0	0	0	25.6
1074957183	15599715	8965146	2020-07-21 19:31:26	2020-07-21 19:55:27	225	225	0	3	0	0	0	20.8
1070427123	11606294	29445638	2020-07-20 10:01:24	2020-07-20 10:24:03	177	200	0	3	0	0	0	22.2
1075087431	10655670	17866870	2020-07-21 20:24:24	2020-07-21 21:30:54	1149	1149	0	3	0	0	0	24.6
1070455047	10493446	12095930	2020-07-20 10:13:53	2020-07-20 10:45:55	271	301	0	3	0	0	0	23.2
1075093923	16743207	7022886	2020-07-21 20:27:06	2020-07-21 20:51:48	206	229	0	3	0	0	0	19.3
1070462271	10794070	52556186	2020-07-20 10:17:10	2020-07-20 10:36:21	72	200	0	3	0	0	0	24.2
1075130115	17401467	8996034	2020-07-21 20:42:12	2020-07-21 21:19:59	681	681	0	3	0	0	0	5
1070477835	10185182	24478838	2020-07-20 10:23:56	2020-07-20 12:10:07	1334	1334	0	3	0	0	0	0
1075135287	16557867	5585210	2020-07-21 20:44:24	2020-07-21 21:02:51	188	188	0	3	0	0	0	24.6
1070489739	16941123	8315790	2020-07-20 10:28:45	2020-07-20 11:03:21	296	346	0	3	0	0	0	25.5
1075163631	10753446	10058626	2020-07-21 20:56:28	2020-07-21 21:42:32	510	567	0	3	0	0	0	19.8
1070585907	11761846	10431890	2020-07-20 11:07:03	2020-07-20 11:32:26	169	200	0	3	0	0	0	20.8
1075282647	11890014	63225434	2020-07-21 21:45:19	2020-07-21 21:57:45	110	200	0	3	0	0	0	23.2
1070702187	17217583	80017975	2020-07-20 11:53:00	2020-07-20 13:09:24	630	630	0	3	0	0	0	23.6
1075288215	17369067	9509646	2020-07-21 21:47:58	2020-07-21 22:15:04	251	251	0	3	0	0	0	3
1070766507	16941123	26797886	2020-07-20 12:19:01	2020-07-20 12:31:38	75	200	0	3	0	0	0	25.5
1075303995	10795950	38663362	2020-07-21 21:55:37	2020-07-21 22:10:42	116	150	0	3	0	0	0	20.8
1070780643	14981534	21961370	2020-07-20 12:24:51	2020-07-20 13:01:51	306	339	0	3	0	0	0	21.8
1075319331	10625866	5479750	2020-07-21 22:02:25	2020-07-21 22:16:03	129	200	0	3	0	0	0	21.6
1070894223	11852146	2813402	2020-07-20 13:07:54	2020-07-20 14:00:19	233	233	0	3	0	0	0	24.1
1075439691	16620327	19888226	2020-07-21 23:03:33	2020-07-21 23:18:10	103	200	0	3	0	0	0	19.3
1071128463	15197514	83973459	2020-07-20 14:36:53	2020-07-20 15:28:29	699	699	0	3	0	0	0	20.8
1075527231	15137866	22149354	2020-07-22 00:01:08	2020-07-22 00:16:22	153	153	0	3	0	0	0	26.6
1071174819	17212671	48536194	2020-07-20 14:54:31	2020-07-20 15:15:46	143	200	0	3	0	0	0	26.6
1075613583	16173823	33301202	2020-07-22 01:23:57	2020-07-22 01:54:24	208	208	0	3	0	0	0	19.3
1071223119	17413883	69033479	2020-07-20 15:14:02	2020-07-20 15:26:43	69	200	0	3	0	0	0	25.1
1075932459	17423843	74079275	2020-07-22 07:11:37	2020-07-22 07:40:33	255	400	0	3	0	0	0	5
1071260475	11761846	31912154	2020-07-20 15:28:05	2020-07-20 15:36:54	92	150	0	3	0	0	0	20.8
1075958823	14950746	67447343	2020-07-22 07:25:10	2020-07-22 07:55:59	246	400	0	3	0	0	0	19.8
1071280683	17415291	69033951	2020-07-20 15:35:19	2020-07-20 15:50:10	74	200	0	3	0	0	0	25.1
1075970103	17430951	66116199	2020-07-22 07:29:57	2020-07-22 07:47:25	131	400	0	3	0	0	0	26.6
1071349179	17344691	13011178	2020-07-20 15:58:27	2020-07-20 16:35:25	247	247	0	3	0	0	0	26.6
1076097195	15244274	13513038	2020-07-22 08:24:08	2020-07-22 08:33:26	79	400	0	3	0	0	0	27.6
1071412851	154332	9960410	2020-07-20 16:19:17	2020-07-20 17:26:52	0	1203	0	3	0	0	0	21.6
1076174307	17085987	69961179	2020-07-22 08:50:50	2020-07-22 08:57:15	71	400	0	3	0	0	0	24.2
1071503091	15558939	953012	2020-07-20 16:48:43	2020-07-20 17:00:40	93	200	0	3	0	0	0	20.8
1076198631	16979067	70568467	2020-07-22 09:01:41	2020-07-22 09:43:44	504	504	0	3	0	0	0	20.8
1071529611	16953623	66068951	2020-07-20 16:57:30	2020-07-20 17:17:23	130	150	0	3	0	0	0	22.2
1076205159	13804838	23338230	2020-07-22 09:04:37	2020-07-22 09:28:51	213	350	0	3	0	0	0	19.8
1071601659	16725095	17562210	2020-07-20 17:20:01	2020-07-20 18:05:48	307	307	0	3	0	0	0	16.81
1076262519	11606294	19139502	2020-07-22 09:27:39	2020-07-22 09:35:21	73	200	0	3	0	0	0	22.2
1071862875	10386054	28140162	2020-07-20 18:47:37	2020-07-20 19:02:10	76	150	0	3	0	0	0	20.8
1076308743	17364739	68576263	2020-07-22 09:43:36	2020-07-22 10:03:10	129	350	0	3	0	0	0	5
1072010847	17415291	55550198	2020-07-20 19:36:30	2020-07-20 19:47:14	69	200	0	3	0	0	0	3.5
1076330631	17408631	81136559	2020-07-22 09:51:17	2020-07-22 10:07:12	94	200	0	3	0	0	0	20.8
1072033539	17213339	14568398	2020-07-20 19:44:37	2020-07-20 20:21:36	403	403	0	3	0	0	0	26.6
1076388135	16974735	25083342	2020-07-22 10:17:44	2020-07-22 10:43:54	228	228	0	3	0	0	0	24.2
1072045959	17413883	55543334	2020-07-20 19:49:15	2020-07-20 20:03:35	69	200	0	3	0	0	0	3.5
1076399139	17395723	82124523	2020-07-22 10:22:50	2020-07-22 10:49:01	196	231	0	3	0	0	0	4
1072051575	10774362	42764026	2020-07-20 19:51:24	2020-07-20 20:40:39	528	528	0	3	0	0	0	21.6
1076516943	14968950	56081290	2020-07-22 11:13:56	2020-07-22 11:41:11	285	285	0	3	0	0	0	25.2
1072075035	17200571	78309415	2020-07-20 20:00:14	2020-07-20 20:28:15	358	358	0	3	0	0	0	25.2
1076591919	11040778	80270035	2020-07-22 11:43:07	2020-07-22 12:31:39	681	683	0	3	0	0	0	19.8
1072100979	17415291	55543334	2020-07-20 20:09:44	2020-07-20 20:34:40	69	200	0	3	0	0	0	3.5
1074900747	17426571	78466975	2020-07-21 19:09:08	2020-07-21 19:25:35	55	200	0	3	0	0	0	3
1072202367	15502219	10752982	2020-07-20 20:47:31	2020-07-20 21:07:22	241	241	0	3	0	0	0	18.8
1076820759	16617775	51961802	2020-07-22 13:21:25	2020-07-22 13:51:07	296	296	0	3	0	0	0	21.6
1074647823	17426571	78881823	2020-07-21 17:35:03	2020-07-21 17:48:07	69	200	0	3	0	0	0	3
1076863239	17057275	17037382	2020-07-22 13:38:10	2020-07-22 14:02:16	119	150	0	3	0	0	0	25.2
1072481811	11065018	30132314	2020-07-20 22:46:01	2020-07-20 23:06:00	90	200	0	3	0	0	0	25.1
1076904483	10182218	8302406	2020-07-22 13:54:06	2020-07-22 15:00:34	718	718	0	3	0	0	0	0
1072675023	14266694	5660778	2020-07-21 01:12:03	2020-07-21 01:51:30	242	242	0	3	0	0	0	26.6
1076989347	10982758	13663626	2020-07-22 14:29:19	2020-07-22 17:14:36	1681	1681	0	3	0	0	0	26.6
1072741719	17244839	18419486	2020-07-21 02:50:16	2020-07-21 03:33:57	802	802	0	3	0	0	0	27.6
1077079503	10826442	23966666	2020-07-22 15:03:18	2020-07-22 15:35:19	363	463	0	3	0	0	0	21.6
1072859271	12130954	68603235	2020-07-21 05:27:07	2020-07-21 06:00:32	291	291	0	3	0	0	0	25.6
1077091635	16437763	10171250	2020-07-22 15:07:42	2020-07-22 15:32:02	259	259	0	3	0	0	0	25.1
1073054439	15105954	70591247	2020-07-21 07:18:54	2020-07-21 08:10:52	1074	1074	0	3	0	0	0	27.6
1077102939	17404591	11647970	2020-07-22 15:11:53	2020-07-22 15:22:52	74	200	0	3	0	0	0	26.6
1073205219	15442367	9559534	2020-07-21 08:12:31	2020-07-21 09:18:33	437	437	0	3	0	0	0	20.8
1077141543	17426571	10256010	2020-07-22 15:25:26	2020-07-22 15:39:30	55	200	0	3	0	0	0	3
1073214087	16098295	18328774	2020-07-21 08:15:47	2020-07-21 09:29:11	895	895	0	3	0	0	0	25.6
1077455835	17436927	55446878	2020-07-22 17:21:58	2020-07-22 17:35:02	59	200	0	3	0	0	0	3
1073315787	11890014	11754270	2020-07-21 08:48:18	2020-07-21 09:05:46	169	250	0	3	0	0	0	23.2
1077465279	10896258	12662886	2020-07-22 17:25:29	2020-07-22 18:22:06	379	379	0	3	0	0	0	21.6
1073356863	11050202	7368512	2020-07-21 09:03:19	2020-07-21 10:28:38	567	567	0	3	0	0	0	26.6
1077545319	17231499	38694742	2020-07-22 17:56:20	2020-07-22 18:32:08	37	537	0	3	0	0	0	2.5
1073410959	17082419	46909898	2020-07-21 09:23:57	2020-07-21 09:30:36	70	350	0	3	0	0	0	24.2
1077595671	13335674	84570451	2020-07-22 18:14:17	2020-07-22 18:24:03	86	86	0	3	0	0	0	25.6
1073570331	14509966	9581122	2020-07-21 10:25:36	2020-07-21 10:41:58	142	200	0	3	0	0	0	23.2
1077710715	11606294	24045422	2020-07-22 18:59:22	2020-07-22 19:13:09	69	200	0	3	0	0	0	22.2
1073614575	15148166	17775734	2020-07-21 10:43:13	2020-07-21 11:02:41	180	180	0	3	0	0	0	26.5
1077828255	13607622	27246958	2020-07-22 19:46:07	2020-07-22 20:08:33	175	175	0	3	0	0	0	24.6
1073684991	16120999	9597754	2020-07-21 11:14:04	2020-07-21 11:40:27	156	156	0	3	0	0	0	24.2
1077856515	17437631	69144035	2020-07-22 19:57:56	2020-07-22 20:10:00	59	200	0	3	0	0	0	24.6
1073689815	17357719	16680914	2020-07-21 11:16:13	2020-07-21 11:33:26	122	150	0	3	0	0	0	18.7
1077961215	17438199	79849715	2020-07-22 20:40:21	2020-07-22 21:00:51	55	200	0	3	0	0	0	3
1073724111	17424651	66182631	2020-07-21 11:31:07	2020-07-21 11:41:28	70	200	0	3	0	0	0	5
1077976923	17300659	68007575	2020-07-22 20:46:48	2020-07-22 21:18:34	153	200	0	3	0	0	0	4
1073750451	17357719	14417874	2020-07-21 11:41:55	2020-07-21 12:21:43	422	422	0	3	0	0	0	18.7
1078251531	10021678	13041514	2020-07-22 22:49:46	2020-07-22 23:32:33	466	466	0	3	0	0	0	16.8
1073833575	14414558	10512314	2020-07-21 12:18:01	2020-07-21 12:33:42	77	200	0	3	0	0	0	26.6
1078281099	17344751	13636138	2020-07-22 23:06:44	2020-07-22 23:23:04	69	200	0	3	0	0	0	26.6
1074075819	31084	39083134	2020-07-21 13:51:59	2020-07-21 14:16:13	282	282	0	3	0	0	0	16.8
1078289091	12169482	11238942	2020-07-22 23:11:15	2020-07-22 23:55:47	93	200	0	3	0	0	0	21.8
1074087543	15558939	7854038	2020-07-21 13:56:40	2020-07-21 14:10:32	139	200	0	3	0	0	0	20.8
1078388907	16622943	23114214	2020-07-23 00:23:06	2020-07-23 00:46:50	144	144	0	3	0	0	0	27.6
1074214611	14706778	883762	2020-07-21 14:48:59	2020-07-21 15:06:08	251	251	0	3	0	0	0	19.8
1078451787	17244839	11061406	2020-07-23 01:27:23	2020-07-23 01:34:06	71	150	0	3	0	0	0	27.6
1074488271	13063426	81947787	2020-07-21 16:36:16	2020-07-21 16:55:02	150	150	0	3	0	0	0	24.6
1078562391	14279994	84576715	2020-07-23 04:31:24	2020-07-23 05:23:07	609	609	0	3	0	0	0	2.3
1074598875	11553222	81136559	2020-07-21 17:16:59	2020-07-21 17:27:04	75	200	0	3	0	0	0	21.6
1078676643	11337142	55020794	2020-07-23 06:19:22	2020-07-23 06:32:39	69	150	0	3	0	0	0	20.8
1068916779	17290807	196827	2020-07-19 20:41:41	2020-07-19 21:26:23	690	690	0	3	0	0	0	21.6
1078912371	10021678	57778994	2020-07-23 08:09:27	2020-07-23 08:44:50	269	269	0	3	0	0	0	16.8
1079010615	11042390	17695778	2020-07-23 08:45:54	2020-07-23 09:21:11	358	358	0	3	0	0	0	21.8
1079040927	17390279	43417230	2020-07-23 08:57:07	2020-07-23 09:44:24	570	570	0	3	0	0	0	5
1079069991	12130954	84696163	2020-07-23 09:09:35	2020-07-23 09:37:04	131	150	0	3	0	0	0	25.6
1079111463	14186674	84677559	2020-07-23 09:25:53	2020-07-23 09:49:14	208	208	0	3	0	0	0	26.6
1079122251	11126234	26174322	2020-07-23 09:29:53	2020-07-23 09:52:34	130	200	0	3	0	0	0	27.6
1079124027	17397283	19013310	2020-07-23 09:30:32	2020-07-23 09:56:30	194	200	0	3	0	0	0	5
1079125383	17057275	31625010	2020-07-23 09:30:59	2020-07-23 09:49:06	146	200	0	3	0	0	0	25.2
